60
63
44
62
65
58
35
25
42
53
51
59
62
64
61
60
65
61
55
57
58
53
54
59
61
57
51
47
47
41
41
39
36
34
32
35
33
33
31
31
32
34
37
44
51
53
53
55
54
57
59
56
59
82
64
84
83
85
63
42
50
70
73
73
77
81
78
75
81
77
72
73
64
64
71
69
73
68
64
57
53
51
57
50
45
44
42
45
41
43
41
39
39
41
44
50
57
59
61
62
63
65
68
65
70
72
78
53
76
78
64
34
36
60
69
66
73
75
77
73
82
78
72
74
72
70
70
63
70
70
65
59
53
50
49
44
42
39
37
38
39
39
38
37
37
37
42
48
61
61
62
64
65
65
68
71
72
75
79
60
86
83
74
40
40
67
75
75
81
86
83
73
82
81
81
76
77
68
67
75
74
71
66
62
57
51
51
49
45
47
41
40
41
41
42
40
42
44
47
54
58
68
69
70
73
71
78
90
82
